sample_id,family_id,image_id,source_caption,edited_caption,label,edit_family,edit_rule,audit_status,file_path,objects,object_counts,split
val-271137::contradiction,val-271137,568195,Several people standing around a table where one of them is cutting a cake.,Several people standing around a table where two ofs them is cutting a cake,contradiction,contradiction_count,count:one->two,pending,/content/project/artifacts/datasets/coco2017/val2017/000000568195.jpg,"['bottle', 'cake', 'clock', 'dining table', 'fork', 'knife', 'person']","{'person': 3, 'knife': 1, 'bottle': 2, 'fork': 4, 'dining table': 1, 'clock': 1, 'cake': 1}",test
val-271137::entailment,val-271137,568195,Several people standing around a table where one of them is cutting a cake.,Several individuals standing around a table where one of them is cutting a cake,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000568195.jpg,"['bottle', 'cake', 'clock', 'dining table', 'fork', 'knife', 'person']","{'person': 3, 'knife': 1, 'bottle': 2, 'fork': 4, 'dining table': 1, 'clock': 1, 'cake': 1}",test
val-273003::contradiction,val-273003,496571,"A person is eating at a table with plates, a fork, knife, spoon, cup, and cell phone on it.","Two people are eating at a table with plates, a fork, knife, spoon, cup, and cell phone on it",contradiction,contradiction_count,count:article->person,pending,/content/project/artifacts/datasets/coco2017/val2017/000000496571.jpg,"['bowl', 'cell phone', 'cup', 'dining table', 'fork', 'knife', 'person', 'spoon']","{'cell phone': 1, 'person': 2, 'cup': 4, 'fork': 2, 'spoon': 1, 'bowl': 1, 'knife': 2, 'dining table': 1}",test
val-273003::entailment,val-273003,496571,"A person is eating at a table with plates, a fork, knife, spoon, cup, and cell phone on it.","AN individual is eating at a table with plates, a fork, knife, spoon, cup, and cell phone on it",entailment,entailment_synonym,synonym:person->individual,pending,/content/project/artifacts/datasets/coco2017/val2017/000000496571.jpg,"['bowl', 'cell phone', 'cup', 'dining table', 'fork', 'knife', 'person', 'spoon']","{'cell phone': 1, 'person': 2, 'cup': 4, 'fork': 2, 'spoon': 1, 'bowl': 1, 'knife': 2, 'dining table': 1}",test
val-274916::contradiction,val-274916,459467,"A small, single person aircraft sits on the runway.","A large, single person aircraft sits on the runway",contradiction,contradiction_attribute,attribute:small->large,pending,/content/project/artifacts/datasets/coco2017/val2017/000000459467.jpg,['airplane'],{'airplane': 1},test
val-274916::entailment,val-274916,459467,"A small, single person aircraft sits on the runway.","A small, single individual aircraft sits on the runway",entailment,entailment_synonym,synonym:person->individual,pending,/content/project/artifacts/datasets/coco2017/val2017/000000459467.jpg,['airplane'],{'airplane': 1},test
val-286479::contradiction,val-286479,343149,People walking and standing in front of a building with a clock on it.,People walking and sleeping in front of a building with a clock on it,contradiction,contradiction_action,action:standing->sleeping,pending,/content/project/artifacts/datasets/coco2017/val2017/000000343149.jpg,"['cell phone', 'clock', 'person']","{'clock': 1, 'person': 4, 'cell phone': 1}",test
val-286479::entailment,val-286479,343149,People walking and standing in front of a building with a clock on it.,Individuals walking and standing in front of a building with a clock on it,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000343149.jpg,"['cell phone', 'clock', 'person']","{'clock': 1, 'person': 4, 'cell phone': 1}",test
val-302371::contradiction,val-302371,77460,Many people standing in a field flying kites.,Many people sleeping in a field flying kites,contradiction,contradiction_action,action:standing->sleeping,pending,/content/project/artifacts/datasets/coco2017/val2017/000000077460.jpg,"['kite', 'person']","{'person': 14, 'kite': 14}",test
val-302371::entailment,val-302371,77460,Many people standing in a field flying kites.,Many individuals standing in a field flying kites,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000077460.jpg,"['kite', 'person']","{'person': 14, 'kite': 14}",test
val-304770::contradiction,val-304770,83540,a person wearing a blue jacket is wearing skis and snowy trees,a person wearing a red jacket is wearing skis and snowy trees,contradiction,contradiction_attribute,attribute:blue->red,pending,/content/project/artifacts/datasets/coco2017/val2017/000000083540.jpg,"['person', 'skis']","{'person': 1, 'skis': 1}",test
val-304770::entailment,val-304770,83540,a person wearing a blue jacket is wearing skis and snowy trees,an individual wearing a blue jacket is wearing skis and snowy trees,entailment,entailment_synonym,synonym:person->individual,pending,/content/project/artifacts/datasets/coco2017/val2017/000000083540.jpg,"['person', 'skis']","{'person': 1, 'skis': 1}",test
val-308951::contradiction,val-308951,189475,A group of people sitting at a table.,A group of people running at a table,contradiction,contradiction_action,action:sitting->running,pending,/content/project/artifacts/datasets/coco2017/val2017/000000189475.jpg,"['bottle', 'chair', 'cup', 'dining table', 'fork', 'knife', 'person', 'pizza', 'potted plant', 'refrigerator', 'vase']","{'bottle': 3, 'chair': 4, 'cup': 6, 'knife': 3, 'pizza': 1, 'person': 11, 'potted plant': 2, 'dining table': 2, 'refrigerator': 1, 'vase': 2, 'fork': 1}",test
val-308951::entailment,val-308951,189475,A group of people sitting at a table.,A group of individuals sitting at a table,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000189475.jpg,"['bottle', 'chair', 'cup', 'dining table', 'fork', 'knife', 'person', 'pizza', 'potted plant', 'refrigerator', 'vase']","{'bottle': 3, 'chair': 4, 'cup': 6, 'knife': 3, 'pizza': 1, 'person': 11, 'potted plant': 2, 'dining table': 2, 'refrigerator': 1, 'vase': 2, 'fork': 1}",test
val-311405::contradiction,val-311405,459153,a person operating a laptop on a bench,a person operating a laptop on a couch,contradiction,contradiction_object,object:bench->couch,pending,/content/project/artifacts/datasets/coco2017/val2017/000000459153.jpg,"['backpack', 'bench', 'laptop', 'person']","{'person': 1, 'bench': 1, 'laptop': 1, 'backpack': 1}",test
val-311405::entailment,val-311405,459153,a person operating a laptop on a bench,an individual operating a laptop on a bench,entailment,entailment_synonym,synonym:person->individual,pending,/content/project/artifacts/datasets/coco2017/val2017/000000459153.jpg,"['backpack', 'bench', 'laptop', 'person']","{'person': 1, 'bench': 1, 'laptop': 1, 'backpack': 1}",test
val-313648::contradiction,val-313648,375493,a person standing next to a yellow fire hydrant,a person sleeping next to a yellow fire hydrant,contradiction,contradiction_action,action:standing->sleeping,pending,/content/project/artifacts/datasets/coco2017/val2017/000000375493.jpg,"['bottle', 'cat', 'fire hydrant', 'person', 'stop sign']","{'cat': 3, 'person': 1, 'bottle': 1, 'fire hydrant': 1, 'stop sign': 1}",test
val-313648::entailment,val-313648,375493,a person standing next to a yellow fire hydrant,an individual standing next to a yellow fire hydrant,entailment,entailment_synonym,synonym:person->individual,pending,/content/project/artifacts/datasets/coco2017/val2017/000000375493.jpg,"['bottle', 'cat', 'fire hydrant', 'person', 'stop sign']","{'cat': 3, 'person': 1, 'bottle': 1, 'fire hydrant': 1, 'stop sign': 1}",test
val-318626::contradiction,val-318626,332845,A person with a laptop sitting in front of a window.,A person with a tv sitting in front of a window,contradiction,contradiction_object,object:laptop->tv,pending,/content/project/artifacts/datasets/coco2017/val2017/000000332845.jpg,"['bed', 'chair', 'laptop', 'person']","{'chair': 1, 'person': 1, 'bed': 1, 'laptop': 1}",test
val-318626::entailment,val-318626,332845,A person with a laptop sitting in front of a window.,AN individual with a laptop sitting in front of a window,entailment,entailment_synonym,synonym:person->individual,pending,/content/project/artifacts/datasets/coco2017/val2017/000000332845.jpg,"['bed', 'chair', 'laptop', 'person']","{'chair': 1, 'person': 1, 'bed': 1, 'laptop': 1}",test
val-322775::contradiction,val-322775,199771,A group of people in chefs uniforms standing around a counter.,A group of people in chefs uniforms sleeping around a counter,contradiction,contradiction_action,action:standing->sleeping,pending,/content/project/artifacts/datasets/coco2017/val2017/000000199771.jpg,"['book', 'bottle', 'bowl', 'clock', 'cup', 'knife', 'person', 'sandwich']","{'bottle': 1, 'cup': 2, 'knife': 1, 'book': 1, 'person': 10, 'bowl': 1, 'sandwich': 3, 'clock': 1}",test
val-322775::entailment,val-322775,199771,A group of people in chefs uniforms standing around a counter.,A group of individuals in chefs uniforms standing around a counter,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000199771.jpg,"['book', 'bottle', 'bowl', 'clock', 'cup', 'knife', 'person', 'sandwich']","{'bottle': 1, 'cup': 2, 'knife': 1, 'book': 1, 'person': 10, 'bowl': 1, 'sandwich': 3, 'clock': 1}",test
val-323550::contradiction,val-323550,541664,A laptop sitting on plastic blocks with some toy people.,A tv sitting on plastic blocks with some toy people,contradiction,contradiction_object,object:laptop->tv,pending,/content/project/artifacts/datasets/coco2017/val2017/000000541664.jpg,"['keyboard', 'laptop']","{'keyboard': 1, 'laptop': 1}",test
val-323550::entailment,val-323550,541664,A laptop sitting on plastic blocks with some toy people.,A laptop sitting on plastic blocks with some toy individuals,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000541664.jpg,"['keyboard', 'laptop']","{'keyboard': 1, 'laptop': 1}",test
val-325865::contradiction,val-325865,508370,two men standing next to a bike parked on a street corner,one man standing next to a bike parked on a street corner,contradiction,contradiction_count,count:two->one,pending,/content/project/artifacts/datasets/coco2017/val2017/000000508370.jpg,"['bicycle', 'cup', 'person']","{'bicycle': 1, 'person': 2, 'cup': 3}",test
val-325865::entailment,val-325865,508370,two men standing next to a bike parked on a street corner,two men standing next to a bicycle parked on a street corner,entailment,entailment_synonym,synonym:bike->bicycle,pending,/content/project/artifacts/datasets/coco2017/val2017/000000508370.jpg,"['bicycle', 'cup', 'person']","{'bicycle': 1, 'person': 2, 'cup': 3}",test
val-33251::contradiction,val-33251,375469,two people riding surf boards on a wave,one person riding surf boards on a wave,contradiction,contradiction_count,count:two->one,pending,/content/project/artifacts/datasets/coco2017/val2017/000000375469.jpg,"['person', 'surfboard']","{'person': 2, 'surfboard': 2}",test
val-33251::entailment,val-33251,375469,two people riding surf boards on a wave,two individuals riding surf boards on a wave,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000375469.jpg,"['person', 'surfboard']","{'person': 2, 'surfboard': 2}",test
val-355434::contradiction,val-355434,68833,"Look in the kitchen shows refrigerator, sink, tv and a microwave","Look in the kitchen shows refrigerator, sink, laptop and a microwave",contradiction,contradiction_object,object:tv->laptop,pending,/content/project/artifacts/datasets/coco2017/val2017/000000068833.jpg,"['bowl', 'chair', 'clock', 'microwave', 'refrigerator', 'sink', 'tv']","{'tv': 1, 'chair': 1, 'refrigerator': 1, 'clock': 1, 'microwave': 1, 'sink': 1, 'bowl': 3}",test
val-355434::entailment,val-355434,68833,"Look in the kitchen shows refrigerator, sink, tv and a microwave","Look in the kitchen shows refrigerator, sink, television and a microwave",entailment,entailment_synonym,synonym:tv->television,pending,/content/project/artifacts/datasets/coco2017/val2017/000000068833.jpg,"['bowl', 'chair', 'clock', 'microwave', 'refrigerator', 'sink', 'tv']","{'tv': 1, 'chair': 1, 'refrigerator': 1, 'clock': 1, 'microwave': 1, 'sink': 1, 'bowl': 3}",test
val-362994::contradiction,val-362994,564280,A dog laying on the couch next to remotes.,A cat laying on the couch next to remotes,contradiction,contradiction_object,object:dog->cat,pending,/content/project/artifacts/datasets/coco2017/val2017/000000564280.jpg,"['couch', 'dog', 'remote']","{'dog': 1, 'couch': 1, 'remote': 2}",test
val-362994::entailment,val-362994,564280,A dog laying on the couch next to remotes.,A dog laying on the sofa next to remotes,entailment,entailment_synonym,synonym:couch->sofa,pending,/content/project/artifacts/datasets/coco2017/val2017/000000564280.jpg,"['couch', 'dog', 'remote']","{'dog': 1, 'couch': 1, 'remote': 2}",test
val-372765::contradiction,val-372765,397133,A person standing by a stove in a kitchen.,Two people standing by a stove in a kitchen,contradiction,contradiction_count,count:article->person,pending,/content/project/artifacts/datasets/coco2017/val2017/000000397133.jpg,"['bottle', 'bowl', 'broccoli', 'carrot', 'cup', 'dining table', 'knife', 'oven', 'person', 'sink', 'spoon']","{'bottle': 1, 'dining table': 1, 'person': 2, 'knife': 1, 'bowl': 4, 'oven': 2, 'cup': 2, 'broccoli': 3, 'spoon': 1, 'carrot': 1, 'sink': 1}",test
val-372765::entailment,val-372765,397133,A person standing by a stove in a kitchen.,AN individual standing by a stove in a kitchen,entailment,entailment_synonym,synonym:person->individual,pending,/content/project/artifacts/datasets/coco2017/val2017/000000397133.jpg,"['bottle', 'bowl', 'broccoli', 'carrot', 'cup', 'dining table', 'knife', 'oven', 'person', 'sink', 'spoon']","{'bottle': 1, 'dining table': 1, 'person': 2, 'knife': 1, 'bowl': 4, 'oven': 2, 'cup': 2, 'broccoli': 3, 'spoon': 1, 'carrot': 1, 'sink': 1}",test
val-378089::contradiction,val-378089,48555,Three people race their horses down a beach.,One person race their horses down a beach,contradiction,contradiction_count,count:three->one,pending,/content/project/artifacts/datasets/coco2017/val2017/000000048555.jpg,"['horse', 'person']","{'horse': 3, 'person': 3}",test
val-378089::entailment,val-378089,48555,Three people race their horses down a beach.,Three individuals race their horses down a beach,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000048555.jpg,"['horse', 'person']","{'horse': 3, 'person': 3}",test
val-393360::contradiction,val-393360,507015,a group of young people playing baseball in a field,a group of old people playing baseball in a field,contradiction,contradiction_attribute,attribute:young->old,pending,/content/project/artifacts/datasets/coco2017/val2017/000000507015.jpg,"['baseball glove', 'person']","{'person': 6, 'baseball glove': 3}",test
val-393360::entailment,val-393360,507015,a group of young people playing baseball in a field,a group of young individuals playing baseball in a field,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000507015.jpg,"['baseball glove', 'person']","{'person': 6, 'baseball glove': 3}",test
val-394117::contradiction,val-394117,477955,A person who is standing on the beach and flying a kite.,A person who is standing on the beach and flying two kites,contradiction,contradiction_count,count:article->kite,pending,/content/project/artifacts/datasets/coco2017/val2017/000000477955.jpg,"['kite', 'person', 'surfboard']","{'person': 1, 'kite': 2, 'surfboard': 1}",test
val-394117::entailment,val-394117,477955,A person who is standing on the beach and flying a kite.,AN individual who is standing on the beach and flying a kite,entailment,entailment_synonym,synonym:person->individual,pending,/content/project/artifacts/datasets/coco2017/val2017/000000477955.jpg,"['kite', 'person', 'surfboard']","{'person': 1, 'kite': 2, 'surfboard': 1}",test
val-406425::contradiction,val-406425,255749,people getting on a public bus at night,people getting on a public train at night,contradiction,contradiction_object,object:bus->train,pending,/content/project/artifacts/datasets/coco2017/val2017/000000255749.jpg,"['bus', 'person']","{'bus': 1, 'person': 4}",test
val-406425::entailment,val-406425,255749,people getting on a public bus at night,individuals getting on a public bus at night,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000255749.jpg,"['bus', 'person']","{'bus': 1, 'person': 4}",test
val-426573::contradiction,val-426573,163314,People are walking in front of some shops.,People are sitting in front of some shops,contradiction,contradiction_action,action:walking->sitting,pending,/content/project/artifacts/datasets/coco2017/val2017/000000163314.jpg,"['backpack', 'handbag', 'person', 'suitcase']","{'backpack': 4, 'handbag': 3, 'suitcase': 1, 'person': 14}",test
val-426573::entailment,val-426573,163314,People are walking in front of some shops.,Individuals are walking in front of some shops,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000163314.jpg,"['backpack', 'handbag', 'person', 'suitcase']","{'backpack': 4, 'handbag': 3, 'suitcase': 1, 'person': 14}",test
val-430124::contradiction,val-430124,115870,A large brown sectional sofa has people on it.,A small brown sectional sofa has people on it,contradiction,contradiction_attribute,attribute:large->small,pending,/content/project/artifacts/datasets/coco2017/val2017/000000115870.jpg,"['book', 'cell phone', 'couch', 'cup', 'person', 'potted plant']","{'potted plant': 2, 'couch': 3, 'person': 5, 'cell phone': 1, 'book': 3, 'cup': 1}",test
val-430124::entailment,val-430124,115870,A large brown sectional sofa has people on it.,A large brown sectional sofa has individuals on it,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000115870.jpg,"['book', 'cell phone', 'couch', 'cup', 'person', 'potted plant']","{'potted plant': 2, 'couch': 3, 'person': 5, 'cell phone': 1, 'book': 3, 'cup': 1}",test
val-431295::contradiction,val-431295,163314,A group of people walking on a sidewalk next to buildings.,A group of people sitting on a sidewalk next to buildings,contradiction,contradiction_action,action:walking->sitting,pending,/content/project/artifacts/datasets/coco2017/val2017/000000163314.jpg,"['backpack', 'handbag', 'person', 'suitcase']","{'backpack': 4, 'handbag': 3, 'suitcase': 1, 'person': 14}",test
val-431295::entailment,val-431295,163314,A group of people walking on a sidewalk next to buildings.,A group of individuals walking on a sidewalk next to buildings,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000163314.jpg,"['backpack', 'handbag', 'person', 'suitcase']","{'backpack': 4, 'handbag': 3, 'suitcase': 1, 'person': 14}",test
val-432605::contradiction,val-432605,230819,a person on a surfboard riding a wave,a person on a surfboard pushing a wave,contradiction,contradiction_action,action:riding->pushing,pending,/content/project/artifacts/datasets/coco2017/val2017/000000230819.jpg,"['person', 'surfboard']","{'person': 1, 'surfboard': 1}",test
val-432605::entailment,val-432605,230819,a person on a surfboard riding a wave,an individual on a surfboard riding a wave,entailment,entailment_synonym,synonym:person->individual,pending,/content/project/artifacts/datasets/coco2017/val2017/000000230819.jpg,"['person', 'surfboard']","{'person': 1, 'surfboard': 1}",test
val-433976::contradiction,val-433976,115870,Some people hanging around in a living room with a big couch.,Some people hanging around in a living room with a big bench,contradiction,contradiction_object,object:couch->bench,pending,/content/project/artifacts/datasets/coco2017/val2017/000000115870.jpg,"['book', 'cell phone', 'couch', 'cup', 'person', 'potted plant']","{'potted plant': 2, 'couch': 3, 'person': 5, 'cell phone': 1, 'book': 3, 'cup': 1}",test
val-433976::entailment,val-433976,115870,Some people hanging around in a living room with a big couch.,Some individuals hanging around in a living room with a big couch,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000115870.jpg,"['book', 'cell phone', 'couch', 'cup', 'person', 'potted plant']","{'potted plant': 2, 'couch': 3, 'person': 5, 'cell phone': 1, 'book': 3, 'cup': 1}",test
val-436219::contradiction,val-436219,51938,A person on skis does a trick on a rail.,Two people on skis does a trick on a rail,contradiction,contradiction_count,count:article->person,pending,/content/project/artifacts/datasets/coco2017/val2017/000000051938.jpg,"['person', 'skis']","{'person': 11, 'skis': 2}",test
val-436219::entailment,val-436219,51938,A person on skis does a trick on a rail.,AN individual on skis does a trick on a rail,entailment,entailment_synonym,synonym:person->individual,pending,/content/project/artifacts/datasets/coco2017/val2017/000000051938.jpg,"['person', 'skis']","{'person': 11, 'skis': 2}",test
val-439076::contradiction,val-439076,406611,Ski slopes filled with many people on or holding their skis.,Ski slopes filled with many people on or dropping their skis,contradiction,contradiction_action,action:holding->dropping,pending,/content/project/artifacts/datasets/coco2017/val2017/000000406611.jpg,"['backpack', 'person', 'skis']","{'skis': 9, 'person': 13, 'backpack': 3}",test
val-439076::entailment,val-439076,406611,Ski slopes filled with many people on or holding their skis.,Ski slopes filled with many individuals on or holding their skis,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000406611.jpg,"['backpack', 'person', 'skis']","{'skis': 9, 'person': 13, 'backpack': 3}",test
val-441676::contradiction,val-441676,576566,A person jumping up in the air on a skateboard.,A person jumping up in the air on two skateboards,contradiction,contradiction_count,count:article->skateboard,pending,/content/project/artifacts/datasets/coco2017/val2017/000000576566.jpg,"['person', 'skateboard']","{'person': 1, 'skateboard': 3}",test
val-441676::entailment,val-441676,576566,A person jumping up in the air on a skateboard.,AN individual jumping up in the air on a skateboard,entailment,entailment_synonym,synonym:person->individual,pending,/content/project/artifacts/datasets/coco2017/val2017/000000576566.jpg,"['person', 'skateboard']","{'person': 1, 'skateboard': 3}",test
val-444966::contradiction,val-444966,381587,Several pictures of Asian style dishes and in the middle a person is eating.,Several pictures of Asian style dishes and in the middle two people are eating,contradiction,contradiction_count,count:article->person,pending,/content/project/artifacts/datasets/coco2017/val2017/000000381587.jpg,"['bottle', 'bowl', 'cup', 'dining table', 'person', 'spoon']","{'bottle': 2, 'dining table': 4, 'cup': 6, 'spoon': 1, 'bowl': 14, 'person': 4}",test
val-444966::entailment,val-444966,381587,Several pictures of Asian style dishes and in the middle a person is eating.,Several pictures of Asian style dishes and in the middle an individual is eating,entailment,entailment_synonym,synonym:person->individual,pending,/content/project/artifacts/datasets/coco2017/val2017/000000381587.jpg,"['bottle', 'bowl', 'cup', 'dining table', 'person', 'spoon']","{'bottle': 2, 'dining table': 4, 'cup': 6, 'spoon': 1, 'bowl': 14, 'person': 4}",test
val-446809::contradiction,val-446809,560911,a person sitting down with a cell phone,a person running down with a cell phone,contradiction,contradiction_action,action:sitting->running,pending,/content/project/artifacts/datasets/coco2017/val2017/000000560911.jpg,"['cell phone', 'couch', 'person', 'suitcase']","{'couch': 1, 'cell phone': 1, 'person': 1, 'suitcase': 2}",test
val-446809::entailment,val-446809,560911,a person sitting down with a cell phone,an individual sitting down with a cell phone,entailment,entailment_synonym,synonym:person->individual,pending,/content/project/artifacts/datasets/coco2017/val2017/000000560911.jpg,"['cell phone', 'couch', 'person', 'suitcase']","{'couch': 1, 'cell phone': 1, 'person': 1, 'suitcase': 2}",test
val-449311::contradiction,val-449311,560911,a man sitting on a black leather couch messing with a phone.,a man sitting on a white leather couch messing with a phone,contradiction,contradiction_attribute,attribute:black->white,pending,/content/project/artifacts/datasets/coco2017/val2017/000000560911.jpg,"['cell phone', 'couch', 'person', 'suitcase']","{'couch': 1, 'cell phone': 1, 'person': 1, 'suitcase': 2}",test
val-449311::entailment,val-449311,560911,a man sitting on a black leather couch messing with a phone.,a man sitting on a black leather sofa messing with a phone,entailment,entailment_synonym,synonym:couch->sofa,pending,/content/project/artifacts/datasets/coco2017/val2017/000000560911.jpg,"['cell phone', 'couch', 'person', 'suitcase']","{'couch': 1, 'cell phone': 1, 'person': 1, 'suitcase': 2}",test
val-453755::contradiction,val-453755,550349,a group of people waiting for the metro bus,a group of people waiting for the metro train,contradiction,contradiction_object,object:bus->train,pending,/content/project/artifacts/datasets/coco2017/val2017/000000550349.jpg,"['bus', 'handbag', 'person', 'traffic light', 'umbrella']","{'bus': 1, 'person': 5, 'handbag': 1, 'umbrella': 1, 'traffic light': 1}",test
val-453755::entailment,val-453755,550349,a group of people waiting for the metro bus,a group of individuals waiting for the metro bus,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000550349.jpg,"['bus', 'handbag', 'person', 'traffic light', 'umbrella']","{'bus': 1, 'person': 5, 'handbag': 1, 'umbrella': 1, 'traffic light': 1}",test
val-460949::contradiction,val-460949,233825,some windows a fireplace books tables and a couch,some windows a fireplace books tables and a bench,contradiction,contradiction_object,object:couch->bench,pending,/content/project/artifacts/datasets/coco2017/val2017/000000233825.jpg,"['book', 'couch', 'dining table', 'remote', 'tv', 'vase']","{'tv': 1, 'couch': 1, 'book': 14, 'vase': 2, 'dining table': 1, 'remote': 1}",test
val-460949::entailment,val-460949,233825,some windows a fireplace books tables and a couch,some windows a fireplace books tables and a sofa,entailment,entailment_synonym,synonym:couch->sofa,pending,/content/project/artifacts/datasets/coco2017/val2017/000000233825.jpg,"['book', 'couch', 'dining table', 'remote', 'tv', 'vase']","{'tv': 1, 'couch': 1, 'book': 14, 'vase': 2, 'dining table': 1, 'remote': 1}",test
val-47795::contradiction,val-47795,288584,A person in a giraffe costume in a crowd of people.,Two people in a giraffe costume in a crowd of people,contradiction,contradiction_count,count:article->person,pending,/content/project/artifacts/datasets/coco2017/val2017/000000288584.jpg,"['backpack', 'chair', 'dining table', 'handbag', 'person']","{'chair': 2, 'dining table': 1, 'handbag': 3, 'person': 9, 'backpack': 4}",test
val-47795::entailment,val-47795,288584,A person in a giraffe costume in a crowd of people.,AN individual in a giraffe costume in a crowd of people,entailment,entailment_synonym,synonym:person->individual,pending,/content/project/artifacts/datasets/coco2017/val2017/000000288584.jpg,"['backpack', 'chair', 'dining table', 'handbag', 'person']","{'chair': 2, 'dining table': 1, 'handbag': 3, 'person': 9, 'backpack': 4}",test
val-48448::contradiction,val-48448,292488,A person wearing a heavy coat while holding up a cell phone.,A person wearing a heavy coat while dropping up a cell phone,contradiction,contradiction_action,action:holding->dropping,pending,/content/project/artifacts/datasets/coco2017/val2017/000000292488.jpg,"['cell phone', 'person']","{'cell phone': 1, 'person': 1}",test
val-48448::entailment,val-48448,292488,A person wearing a heavy coat while holding up a cell phone.,AN individual wearing a heavy coat while holding up a cell phone,entailment,entailment_synonym,synonym:person->individual,pending,/content/project/artifacts/datasets/coco2017/val2017/000000292488.jpg,"['cell phone', 'person']","{'cell phone': 1, 'person': 1}",test
val-487112::contradiction,val-487112,360960,"Several people walking on a sidewalk, with one man holding an umbrella.","Several people walking on a sidewalk, with two men holding an umbrella",contradiction,contradiction_count,count:one->two,pending,/content/project/artifacts/datasets/coco2017/val2017/000000360960.jpg,"['person', 'umbrella']","{'umbrella': 1, 'person': 5}",test
val-487112::entailment,val-487112,360960,"Several people walking on a sidewalk, with one man holding an umbrella.","Several individuals walking on a sidewalk, with one man holding an umbrella",entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000360960.jpg,"['person', 'umbrella']","{'umbrella': 1, 'person': 5}",test
val-487202::contradiction,val-487202,360960,A person walking while carrying a rainbow umbrella,Two people walking while carrying a rainbow umbrella,contradiction,contradiction_count,count:article->person,pending,/content/project/artifacts/datasets/coco2017/val2017/000000360960.jpg,"['person', 'umbrella']","{'umbrella': 1, 'person': 5}",test
val-487202::entailment,val-487202,360960,A person walking while carrying a rainbow umbrella,AN individual walking while carrying a rainbow umbrella,entailment,entailment_synonym,synonym:person->individual,pending,/content/project/artifacts/datasets/coco2017/val2017/000000360960.jpg,"['person', 'umbrella']","{'umbrella': 1, 'person': 5}",test
val-496016::contradiction,val-496016,190756,A man flying through the air while riding a bike.,A man flying through the air while pushing a bike,contradiction,contradiction_action,action:riding->pushing,pending,/content/project/artifacts/datasets/coco2017/val2017/000000190756.jpg,"['motorcycle', 'person']","{'motorcycle': 1, 'person': 1}",test
val-496016::entailment,val-496016,190756,A man flying through the air while riding a bike.,A man flying through the air while riding a bicycle,entailment,entailment_synonym,synonym:bike->bicycle,pending,/content/project/artifacts/datasets/coco2017/val2017/000000190756.jpg,"['motorcycle', 'person']","{'motorcycle': 1, 'person': 1}",test
val-497570::contradiction,val-497570,520707,People are walking around with their luggage at an airport.,People are sitting around with their luggage at an airport,contradiction,contradiction_action,action:walking->sitting,pending,/content/project/artifacts/datasets/coco2017/val2017/000000520707.jpg,"['handbag', 'person', 'suitcase', 'tv']","{'handbag': 4, 'person': 14, 'suitcase': 1, 'tv': 3}",test
val-497570::entailment,val-497570,520707,People are walking around with their luggage at an airport.,Individuals are walking around with their luggage at an airport,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000520707.jpg,"['handbag', 'person', 'suitcase', 'tv']","{'handbag': 4, 'person': 14, 'suitcase': 1, 'tv': 3}",test
val-498497::contradiction,val-498497,409542,A group of people walking past a tall clock.,A group of people sitting past a tall clock,contradiction,contradiction_action,action:walking->sitting,pending,/content/project/artifacts/datasets/coco2017/val2017/000000409542.jpg,"['clock', 'person']","{'clock': 2, 'person': 6}",test
val-498497::entailment,val-498497,409542,A group of people walking past a tall clock.,A group of individuals walking past a tall clock,entailment,entailment_synonym,synonym:people->individuals,pending,/content/project/artifacts/datasets/coco2017/val2017/000000409542.jpg,"['clock', 'person']","{'clock': 2, 'person': 6}",test
